Rank,StartTime,Flgs,Dur,SrcAddr,DstAddr,Proto,Sport,Dport,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,sIpId,dIpId,Cause,SrcPkts,DstPkts,SrcBytes,DstBytes,PCRatio,SrcLoad,DstLoad,SrcLoss,DstLoss,SrcRetra,DstRetra,SrcGap,DstGap,SIntPkt,DIntPkt,SrcJitter,DstJitter,State,SrcWin,DstWin
1886,1483141142.937075, e        ,4.977804,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x9b6d,0x8a3a,Status,10,5,610,330,0.076923,882.316772,424.283478,0,0,0,0,0,0,499.999906,999.849187,478.021969,2.105969,CON,1868800,2048
1887,1483141145.994610, e        ,3.282252,192.168.1.66,192.168.1.120,tcp,53738,502,0,0,cs0,cs0,64,128,0,0,0xd35a,0x6263,Status,11,7,646,489,-0.311258,1433.162354,1023.687378,0,0,0,0,0,0,300.181531,476.568156,440.628344,512.541594,FIN,1868800,2048
1888,1483141147.937327, e        ,1.337210,192.168.1.66,192.168.1.110,tcp,56280,502,0,0,cs0,cs0,64,128,0,0,0x1698,0x8d3a,Status,3,3,162,186,-1.000000,646.121399,741.843079,0,0,0,0,0,0,453.219344,779.331688,624.082312,567.382125,FIN,1868800,2048
1889,1483141158.506621, e        ,4.061772,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x9ae3,0x933a,Start,12,6,738,390,0.076923,1333.408203,640.114746,0,0,0,0,0,0,369.252000,812.195375,460.148500,375.661531,CON,1868800,2048
1890,1483141158.508339, e        ,4.136685,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xe675,0x6d63,Start,22,11,1338,785,-0.174603,2471.544189,1380.815796,0,0,0,0,0,0,196.985000,409.675687,342.890875,453.016281,CON,1868800,2048
1891,1483141163.546401, e        ,4.021771,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xa4e3,0x983a,Status,10,5,610,330,0.076923,1092.056274,525.141785,0,0,0,0,0,0,499.977906,999.955187,478.167156,0.436379,CON,1868800,2048
1892,1483141163.547108, e        ,4.999927,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xfb75,0x7763,Status,21,10,1278,725,-0.124620,1948.828491,1044.815186,0,0,0,0,0,0,281.048156,499.948406,393.022250,462.416437,CON,1868800,2048
1893,1483141168.546401, e        ,4.999992,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xafe3,0x9d3a,Status,11,5,678,330,0.166667,987.201599,422.400696,0,0,0,0,0,0,543.474625,1000.079375,476.001094,0.306700,CON,1868800,2048
1894,1483141168.569369, e        ,4.999673,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x0f76,0x8263,Status,20,11,1210,791,-0.204893,1840.120361,1152.075317,0,0,0,0,0,0,249.998000,542.149437,376.759281,461.249937,CON,1868800,2048
1895,1483141173.568382, e        ,4.978017,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xb9e3,0xa23a,Status,10,5,610,330,0.076923,882.279053,424.265350,0,0,0,0,0,0,500.000594,999.943188,477.768906,0.394710,CON,1868800,2048
1896,1483141173.569350, e        ,4.977663,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x2376,0x8b63,Status,20,9,1210,659,-0.141914,1848.256836,941.807434,0,0,0,0,0,0,250.000906,448.513125,376.762344,460.201156,CON,1868800,2048
1897,1483141178.568839, e        ,4.999251,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xc3e3,0xa83a,Status,10,6,610,396,-0.014085,878.531616,528.079102,0,0,0,0,0,0,499.999813,1000.020000,477.596000,0.774873,CON,1868800,2048
1898,1483141178.569624, e        ,4.999489,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x3776,0x9663,Status,20,11,1210,791,-0.204893,1840.188110,1152.117798,0,0,0,0,0,0,249.999797,542.132062,376.756094,461.148594,CON,1868800,2048
1899,1483141183.568462, e        ,4.999826,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xcee3,0xad3a,Status,11,5,664,330,0.076923,966.433655,422.414703,0,0,0,0,0,0,456.535531,999.975187,476.101156,0.347177,CON,1868800,2048
1900,1483141183.569419, e        ,4.999892,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x4c76,0xa063,Status,21,10,1264,725,-0.174603,1926.441528,1044.822510,0,0,0,0,0,0,239.157234,499.983406,370.870125,463.080938,CON,1868800,2048
1901,1483141188.586499, e        ,4.982997,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x6076,0xaa63,Status,20,10,1210,725,-0.174603,1846.278442,1048.365112,0,0,0,0,0,0,250.009250,500.028687,376.757469,462.915281,CON,1868800,2048
1902,1483141189.546396, e        ,4.022296,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xd8e3,0xb23a,Status,10,5,610,330,0.076923,1091.913696,525.073242,0,0,0,0,0,0,500.040406,1000.068000,477.921031,0.287287,CON,1868800,2048
1903,1483141193.586535, e        ,4.982944,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x7476,0xb463,Status,20,10,1210,725,-0.174603,1846.298096,1048.376221,0,0,0,0,0,0,249.999156,499.996594,376.824969,463.045687,CON,1868800,2048
1904,1483141194.546472, e        ,4.021841,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xe2e3,0xb73a,Status,10,5,610,330,0.076923,1092.037231,525.132629,0,0,0,0,0,0,499.962094,999.936812,478.027531,0.354354,CON,1868800,2048
1905,1483141198.586651, e        ,4.999810,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x8976,0xbe63,Status,21,10,1276,725,-0.131498,1945.673828,1044.839600,0,0,0,0,0,0,238.903906,499.978813,371.068312,462.982281,CON,1868800,2048
1906,1483141199.546527, e        ,4.999868,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xede3,0xbc3a,Status,11,5,678,330,0.166667,987.226074,422.411163,0,0,0,0,0,0,543.462000,999.933188,475.869750,0.427220,CON,1868800,2048
1907,1483141203.645041, e        ,4.960541,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x9d76,0xc963,Status,20,11,1210,804,-0.235294,1854.636475,1178.903687,0,0,0,0,0,0,250.001000,457.872187,376.790031,461.110469,CON,1868800,2048
1908,1483141204.568428, e        ,4.999494,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xf7e3,0xc23a,Status,10,6,610,396,-0.014085,878.488892,528.053406,0,0,0,0,0,0,499.999000,1000.044313,478.042031,0.405463,CON,1868800,2048
1909,1483141208.645054, e        ,4.999972,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xb276,0xd363,Status,21,10,1264,725,-0.174603,1926.410889,1044.805908,0,0,0,0,0,0,240.883094,500.056688,370.321625,463.586219,CON,1868800,2048
1910,1483141209.568243, e        ,4.978161,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x01e4,0xc63a,Status,10,4,610,264,0.186441,882.253540,318.189789,0,0,0,0,0,0,500.001906,1000.069250,477.990906,2.489039,CON,1868800,2048
1911,1483141214.547011, e        ,4.999998,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xc776,0xdd63,Status,21,10,1278,725,-0.124620,1948.800781,1044.800415,0,0,0,0,0,0,281.046812,499.976187,393.007250,462.560969,CON,1868800,2048
1912,1483141214.568629, e        ,4.999376,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x0be4,0xcc3a,Status,10,6,610,396,-0.014085,878.509644,528.065918,0,0,0,0,0,0,499.999000,999.967688,477.844812,0.249882,CON,1868800,2048
1913,1483141219.568384, e        ,4.999997,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x15e4,0xd13a,Status,10,5,610,330,0.076923,878.400513,422.400238,0,0,0,0,0,0,499.999687,1000.075187,477.919531,0.418059,CON,1868800,2048
1914,1483141219.569144, e        ,4.977857,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xdb76,0xe763,Status,20,10,1210,725,-0.174603,1848.184814,1049.447510,0,0,0,0,0,0,249.999594,499.956000,376.758812,462.841969,CON,1868800,2048
1915,1483141224.568784, e        ,4.999610,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x20e4,0xd63a,Status,11,5,664,330,0.076923,966.475403,422.432953,0,0,0,0,0,0,456.545719,999.929625,475.836281,0.394090,CON,1868800,2048
1916,1483141224.569548, e        ,4.999299,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xef76,0xf263,Status,20,11,1210,791,-0.204893,1840.257935,1152.161499,0,0,0,0,0,0,250.000047,542.125063,376.731906,461.278156,CON,1868800,2048
1917,1483141229.569302, e        ,4.977768,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x0377,0xfb63,Status,20,9,1210,659,-0.141914,1848.217896,941.787598,0,0,0,0,0,0,250.003406,448.563875,376.769531,460.359594,CON,1868800,2048
1918,1483141230.546401, e        ,4.022537,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x2ae4,0xdb3a,Status,10,5,610,330,0.076923,1091.848145,525.041748,0,0,0,0,0,0,500.054406,1000.100375,477.677906,0.415840,CON,1868800,2048
1919,1483141234.569787, e        ,4.999573,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x1877,0x0664,Status,21,11,1264,791,-0.204893,1926.564453,1152.098389,0,0,0,0,0,0,239.156672,542.106750,370.891844,461.139437,CON,1868800,2048
1920,1483141235.546406, e        ,4.022133,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x34e4,0xe03a,Status,10,5,610,330,0.076923,1091.958008,525.094543,0,0,0,0,0,0,499.960094,999.926187,477.617687,0.755676,CON,1868800,2048
1921,1483141239.586596, e        ,4.999944,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x2d77,0x1064,Status,21,10,1276,725,-0.131498,1945.621704,1044.811646,0,0,0,0,0,0,238.913328,499.999500,371.035188,463.116406,CON,1868800,2048
1922,1483141240.546447, e        ,4.999990,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x3fe4,0xe53a,Status,11,5,678,330,0.166667,987.201965,422.400848,0,0,0,0,0,0,543.445250,999.966812,476.027031,0.285851,CON,1868800,2048
1923,1483141244.645045, e        ,4.960870,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x4177,0x1b64,Status,20,11,1210,804,-0.235294,1854.513550,1178.825562,0,0,0,0,0,0,249.996250,457.893094,376.774531,461.291844,CON,1868800,2048
1924,1483141245.569166, e        ,4.999115,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x4ae4,0xeb3a,Status,11,6,664,396,-0.014085,966.571106,528.093445,0,0,0,0,0,0,456.531281,999.994187,475.816656,0.375053,CON,1868800,2048
1925,1483141249.645037, e        ,4.960367,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x5577,0x2564,Status,20,10,1210,725,-0.174603,1854.701416,1053.147827,0,0,0,0,0,0,250.000547,499.948906,376.765250,463.040906,CON,1868800,2048
1926,1483141251.546404, e        ,4.999994,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x55e4,0xf03a,Status,11,5,678,330,0.166667,987.201233,422.400513,0,0,0,0,0,0,543.465187,999.945812,475.817000,0.784413,CON,1868800,2048
1927,1483141254.645043, e        ,4.961450,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x6977,0x2f64,Status,20,10,1210,725,-0.174603,1854.296631,1052.917969,0,0,0,0,0,0,250.000250,500.108906,376.760094,463.043250,CON,1868800,2048
1928,1483141256.568489, e        ,4.999454,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x5fe4,0xf63a,Status,10,6,610,396,-0.014085,878.495911,528.057678,0,0,0,0,0,0,500.000313,1000.042187,477.976125,0.384324,CON,1868800,2048
1929,1483141259.645060, e        ,4.960615,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x7d77,0x3964,Status,20,10,1210,725,-0.174603,1854.608643,1053.095215,0,0,0,0,0,0,249.999797,499.918187,377.137750,464.363406,CON,1868800,2048
1930,1483141261.568394, e        ,4.999905,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x69e4,0xfb3a,Status,10,5,610,330,0.076923,878.416687,422.408020,0,0,0,0,0,0,500.000187,1000.071187,477.819094,1.844038,CON,1868800,2048
1931,1483141264.645086, e        ,4.999939,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x9277,0x4364,Status,21,10,1264,725,-0.174603,1926.423462,1044.812744,0,0,0,0,0,0,240.883234,500.055594,369.915219,462.154313,CON,1868800,2048
1932,1483141266.568624, e        ,4.999704,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x74e4,0x003b,Status,11,5,664,330,0.076923,966.457214,422.425018,0,0,0,0,0,0,456.538625,999.941000,475.899531,0.419727,CON,1868800,2048
1933,1483141270.547020, e        ,4.098002,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xa677,0x4d64,Status,20,10,1210,725,-0.174603,2244.996582,1274.767578,0,0,0,0,0,0,249.999844,500.028406,376.760906,463.048500,CON,1868800,2048
1934,1483141272.546390, e        ,4.022495,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x7ee4,0x053b,Status,10,5,610,330,0.076923,1091.859741,525.047302,0,0,0,0,0,0,500.055687,1000.106188,477.994594,0.395844,CON,1868800,2048
1935,1483141275.547059, e        ,4.097982,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xba77,0x5764,Status,20,10,1210,725,-0.174603,2245.007568,1274.773804,0,0,0,0,0,0,250.000953,499.908500,376.810344,463.022688,CON,1868800,2048
1936,1483141277.546529, e        ,4.999961,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x89e4,0x0a3b,Status,11,5,678,330,0.166667,987.207703,422.403290,0,0,0,0,0,0,543.418625,999.934375,475.755781,0.421195,CON,1868800,2048
1937,1483141280.547123, e        ,4.097930,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xce77,0x6164,Status,20,10,1210,725,-0.174603,2245.035889,1274.789917,0,0,0,0,0,0,250.000594,500.057813,376.808469,462.987656,CON,1868800,2048
1938,1483141282.568262, e        ,4.978162,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x93e4,0x0f3b,Status,10,5,610,330,0.076923,882.253357,424.252991,0,0,0,0,0,0,499.993406,999.942188,477.998438,0.393825,CON,1868800,2048
1939,1483141285.547124, e        ,4.999845,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xe377,0x6b64,Status,21,10,1278,725,-0.124620,1948.860352,1044.832397,0,0,0,0,0,0,281.043625,499.973313,393.042188,463.198312,CON,1868800,2048
1940,1483141287.568772, e        ,4.999254,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x9de4,0x153b,Status,10,6,610,396,-0.014085,878.531067,528.078735,0,0,0,0,0,0,499.996500,1000.018000,477.802563,0.439968,CON,1868800,2048
1941,1483141290.569149, e        ,4.999470,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xf777,0x7664,Status,20,11,1210,791,-0.204893,1840.194946,1152.122070,0,0,0,0,0,0,249.998594,542.064375,376.735344,461.252250,CON,1868800,2048
1942,1483141292.568397, e        ,4.999805,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xa8e4,0x1a3b,Status,11,5,664,330,0.076923,966.437683,422.416473,0,0,0,0,0,0,456.528469,999.936812,476.127906,0.407050,CON,1868800,2048
1943,1483141295.568915, e        ,4.999370,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x0b78,0x8064,Status,20,10,1210,725,-0.174603,1840.231812,1044.931641,0,0,0,0,0,0,249.999453,499.966594,376.728437,462.818781,CON,1868800,2048
1944,1483141298.546366, e        ,4.022197,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xb2e4,0x1f3b,Status,10,5,610,330,0.076923,1091.940552,525.086182,0,0,0,0,0,0,500.036094,1000.092625,477.965344,0.360367,CON,1868800,2048
1945,1483141300.569160, e        ,4.999890,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x1f78,0x8a64,Status,20,10,1210,725,-0.174603,1840.040527,1044.822998,0,0,0,0,0,0,250.000547,500.076500,376.714125,463.330969,CON,1868800,2048
1946,1483141303.546380, e        ,4.999985,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xbde4,0x243b,Status,11,5,678,330,0.166667,987.202942,422.401245,0,0,0,0,0,0,543.436563,999.965812,475.929250,0.266258,CON,1868800,2048
1947,1483141305.569311, e        ,4.999965,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x3378,0x9464,Status,20,10,1210,725,-0.174603,1840.012817,1044.807251,0,0,0,0,0,0,250.000406,500.022594,376.690938,462.867844,CON,1868800,2048
1948,1483141308.568706, e        ,4.999615,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xc8e4,0x2a3b,Status,11,6,664,396,-0.014085,966.474365,528.040649,0,0,0,0,0,0,456.541469,999.999500,475.846750,0.413959,CON,1868800,2048
1949,1483141310.569604, e        ,4.999343,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x4878,0x9e64,Status,21,10,1264,725,-0.174603,1926.653198,1044.937378,0,0,0,0,0,0,239.142766,499.942687,371.218094,463.543313,CON,1868800,2048
1950,1483141314.549527, e        ,4.996946,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xd3e4,0x2f3b,Status,11,5,678,330,0.166667,987.803406,422.658173,0,0,0,0,0,0,543.468375,999.936375,476.030875,2.481125,CON,1868800,2048
1951,1483141315.586481, e        ,4.982725,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x5c78,0xa864,Status,20,10,1210,725,-0.174603,1846.379150,1048.422241,0,0,0,0,0,0,250.012953,500.021094,376.721094,462.336125,CON,1868800,2048
1952,1483141319.568436, e        ,4.999440,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xdde4,0x353b,Status,10,6,610,396,-0.014085,878.498352,528.059143,0,0,0,0,0,0,499.993000,1000.032500,478.099844,0.411724,CON,1868800,2048
1953,1483141320.586589, e        ,4.999941,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x7178,0xb264,Status,21,10,1276,725,-0.131498,1945.623047,1044.812378,0,0,0,0,0,0,238.920187,500.017313,371.005812,462.777344,CON,1868800,2048
1954,1483141324.568301, e        ,4.999976,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xe7e4,0x3a3b,Status,10,5,610,330,0.076923,878.404175,422.402008,0,0,0,0,0,0,499.997406,1000.080187,477.963219,0.283332,CON,1868800,2048
1955,1483141325.645045, e        ,4.941446,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x8578,0xbc64,Status,20,10,1210,725,-0.174603,1861.803223,1057.180420,0,0,0,0,0,0,249.998047,499.997500,376.758219,463.213156,CON,1868800,2048
1956,1483141329.568605, e        ,4.999698,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xf2e4,0x3f3b,Status,11,5,664,330,0.076923,966.458313,422.425507,0,0,0,0,0,0,456.538719,999.940375,475.836344,0.415278,CON,1868800,2048
1957,1483141330.645017, e        ,4.960905,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x9978,0xc764,Status,20,11,1210,804,-0.235294,1854.500366,1178.817139,0,0,0,0,0,0,249.999000,457.896375,376.760750,461.056031,CON,1868800,2048
1958,1483141335.546398, e        ,4.021713,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0xfce4,0x443b,Status,10,5,610,330,0.076923,1092.072021,525.149414,0,0,0,0,0,0,499.980813,999.941812,477.872844,0.367684,CON,1868800,2048
1959,1483141335.645019, e        ,4.960418,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xad78,0xd164,Status,20,10,1210,725,-0.174603,1854.682373,1053.136963,0,0,0,0,0,0,250.000156,499.951500,376.766969,463.016344,CON,1868800,2048
1960,1483141340.546404, e        ,4.022197,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x06e5,0x493b,Status,10,5,610,330,0.076923,1091.940552,525.086182,0,0,0,0,0,0,500.049000,1000.107188,477.986656,0.385108,CON,1868800,2048
1961,1483141340.645030, e        ,4.961500,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xc178,0xdb64,Status,20,10,1210,725,-0.174603,1854.277832,1052.907349,0,0,0,0,0,0,250.000344,500.109312,376.766906,463.191594,CON,1868800,2048
1962,1483141345.546439, e        ,4.999959,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x11e5,0x4e3b,Status,11,5,678,330,0.166667,987.208069,422.403473,0,0,0,0,0,0,543.436063,999.953813,475.853344,0.332172,CON,1868800,2048
1963,1483141345.645067, e        ,4.999964,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xd678,0xe564,Status,21,10,1264,725,-0.174603,1926.413818,1044.807495,0,0,0,0,0,0,240.883328,499.912000,369.924125,463.086906,CON,1868800,2048
1964,1483141350.568673, e        ,4.999351,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x1be5,0x543b,Status,10,6,610,396,-0.014085,878.514038,528.068542,0,0,0,0,0,0,500.003406,1000.005188,477.862656,0.398417,CON,1868800,2048
1965,1483141351.546999, e        ,4.098039,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xea78,0xef64,Status,20,10,1210,725,-0.174603,2244.976074,1274.755981,0,0,0,0,0,0,250.000344,499.971094,376.768312,463.047625,CON,1868800,2048
1966,1483141355.568398, e        ,4.978184,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x25e5,0x583b,Status,10,4,610,264,0.186441,882.249390,318.188293,0,0,0,0,0,0,500.015000,1000.020750,477.939844,0.439987,CON,1868800,2048
1967,1483141356.547079, e        ,4.097933,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0xfe78,0xf964,Status,20,10,1210,725,-0.174603,2245.034424,1274.789062,0,0,0,0,0,0,249.998703,500.064000,376.840813,463.347250,CON,1868800,2048
1968,1483141360.568923, e        ,4.981010,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x2fe5,0x5d3b,Status,10,5,610,330,0.076923,881.748901,424.010406,0,0,0,0,0,0,500.335094,1000.092375,477.976625,0.409164,CON,1868800,2048
1969,1483141361.547145, e        ,4.999983,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x1379,0x0365,Status,21,10,1278,725,-0.124620,1948.806641,1044.803589,0,0,0,0,0,0,281.053156,499.966813,393.453937,463.613375,CON,1868800,2048
1970,1483141365.571859, e        ,4.996464,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x3ae5,0x633b,Status,11,6,664,396,-0.014085,967.083984,528.373718,0,0,0,0,0,0,456.217281,999.904688,475.353406,1.663467,CON,1868800,2048
1971,1483141366.570583, e        ,4.976421,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x2779,0x0d65,Status,20,10,1210,725,-0.174603,1848.718262,1049.750488,0,0,0,0,0,0,249.993797,499.961687,376.767094,462.320844,CON,1868800,2048
1972,1483141371.546393, e        ,4.022191,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x44e5,0x683b,Status,10,5,610,330,0.076923,1091.942139,525.086914,0,0,0,0,0,0,500.026094,1000.054000,477.928938,0.261404,CON,1868800,2048
1973,1483141371.569436, e        ,4.999519,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x3b79,0x1865,Status,20,11,1210,791,-0.204893,1840.177124,1152.110840,0,0,0,0,0,0,250.001656,542.151750,376.767063,461.312344,CON,1868800,2048
1974,1483141376.546421, e        ,4.999974,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x4fe5,0x6d3b,Status,11,5,678,330,0.166667,987.205200,422.402222,0,0,0,0,0,0,543.437375,999.945187,475.920156,0.386741,CON,1868800,2048
1975,1483141376.569215, e        ,4.977801,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x4f79,0x2165,Status,20,9,1210,659,-0.141914,1848.205688,941.781372,0,0,0,0,0,0,249.998953,448.510562,376.762500,460.041063,CON,1868800,2048
1976,1483141381.568861, e        ,4.999217,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x59e5,0x733b,Status,10,6,610,396,-0.014085,878.537598,528.082703,0,0,0,0,0,0,500.000187,1000.014188,477.901125,0.426320,CON,1868800,2048
1977,1483141381.569639, e        ,4.999659,192.168.1.66,192.168.1.120,tcp,53741,502,0,0,cs0,cs0,64,128,0,0,0x6479,0x2c65,Status,21,11,1264,791,-0.204893,1926.531372,1152.078613,0,0,0,0,0,0,239.156281,542.134188,370.863031,461.115625,CON,1868800,2048
1978,1483141386.568460, e        ,4.999792,192.168.1.66,192.168.1.110,tcp,56283,502,0,0,cs0,cs0,64,128,0,0,0x64e5,0x783b,Status,11,5,664,330,0.076923,966.440186,422.417572,0,0,0,0,0,0,456.532281,999.969187,476.102312,0.373461,CON,1868800,2048
